run_id,seed,model,timestamp,period,step,agent_id,agent_type,action,submitted_price,reservation_value,matched,trade_price,counterparty,profit
1,42,mistral-instruct,20260311_011611,1,10,B17,buyer,bid,8,8,False,,,
1,42,mistral-instruct,20260311_011611,1,10,B11,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,10,B23,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,10,S4,seller,ask,19,12,False,,,
1,42,mistral-instruct,20260311_011611,1,11,B5,buyer,bid,8,8,False,,,
1,42,mistral-instruct,20260311_011611,1,11,B14,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,11,S2,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,11,S3,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,11,S1,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,11,B16,buyer,bid,12,13,False,,,
1,42,mistral-instruct,20260311_011611,1,11,B23,buyer,bid,8,8,False,,,
1,42,mistral-instruct,20260311_011611,1,11,B11,buyer,bid,8,8,False,,,
1,42,mistral-instruct,20260311_011611,1,11,B17,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,11,S4,seller,ask,19,12,False,,,
1,42,mistral-instruct,20260311_011611,1,11,B10,buyer,bid,12,13,False,,,
1,42,mistral-instruct,20260311_011611,1,11,B8,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,11,B2,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,12,B23,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,12,B11,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,12,S2,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,12,B17,buyer,bid,8,8,False,,,
1,42,mistral-instruct,20260311_011611,1,12,B14,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,12,B8,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,12,B2,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,12,S4,seller,ask,19,12,False,,,
1,42,mistral-instruct,20260311_011611,1,12,B5,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,12,S3,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,12,S1,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,13,B2,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,13,B5,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,13,B12,buyer,bid,0,0,False,,,
1,42,mistral-instruct,20260311_011611,1,13,B11,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,13,B15,buyer,bid,14,15,False,,,
1,42,mistral-instruct,20260311_011611,1,13,B17,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,13,S2,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,13,S4,seller,ask,19,12,False,,,
1,42,mistral-instruct,20260311_011611,1,13,S3,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,13,S1,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,13,B14,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,13,B8,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,13,B23,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,14,B8,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,14,S4,seller,ask,19,12,False,,,
1,42,mistral-instruct,20260311_011611,1,14,B6,buyer,bid,0,0,False,,,
1,42,mistral-instruct,20260311_011611,1,14,S1,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,14,B5,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,14,B23,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,14,S3,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,14,S2,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,14,B2,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,14,B11,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,14,B17,buyer,bid,8,8,False,,,
1,42,mistral-instruct,20260311_011611,1,14,B14,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,15,S3,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,15,S2,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,15,B5,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,15,B14,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,15,B23,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,15,B8,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,15,B12,buyer,bid,0,0,False,,,
1,42,mistral-instruct,20260311_011611,1,15,S4,seller,ask,19,12,False,,,
1,42,mistral-instruct,20260311_011611,1,15,B2,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,15,B10,buyer,bid,12,13,False,,,
1,42,mistral-instruct,20260311_011611,1,15,B17,buyer,bid,8,8,False,,,
1,42,mistral-instruct,20260311_011611,1,15,S1,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,15,B11,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,16,B14,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,16,B23,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,16,S1,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,16,B11,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,16,S3,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,16,B5,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,16,S4,seller,ask,19,12,False,,,
1,42,mistral-instruct,20260311_011611,1,16,B17,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,16,B2,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,16,B8,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,16,S2,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,17,B11,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,17,B8,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,17,S4,seller,ask,19,12,False,,,
1,42,mistral-instruct,20260311_011611,1,17,B14,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,17,S1,seller,ask,19,12,False,,,
1,42,mistral-instruct,20260311_011611,1,17,S3,seller,ask,19,12,False,,,
1,42,mistral-instruct,20260311_011611,1,17,B10,buyer,bid,12,13,False,,,
1,42,mistral-instruct,20260311_011611,1,17,B17,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,17,B2,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,17,B23,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,17,S2,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,17,B9,buyer,bid,14,15,False,,,
1,42,mistral-instruct,20260311_011611,1,17,B5,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,18,B14,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,18,S1,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,18,B8,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,18,B5,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,18,B2,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,18,S4,seller,ask,19,12,False,,,
1,42,mistral-instruct,20260311_011611,1,18,B11,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,18,S2,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,18,B23,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,18,B21,buyer,bid,14,15,False,,,
1,42,mistral-instruct,20260311_011611,1,18,S3,seller,ask,19,12,False,,,
1,42,mistral-instruct,20260311_011611,1,18,B17,buyer,bid,8,8,False,,,
1,42,mistral-instruct,20260311_011611,1,19,B23,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,19,S1,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,19,S3,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,19,S4,seller,ask,19,12,False,,,
1,42,mistral-instruct,20260311_011611,1,19,B2,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,19,B17,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,19,B14,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,19,B11,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,19,B8,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,19,S2,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,19,B5,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,20,B8,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,20,S1,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,20,B24,buyer,bid,0,0,False,,,
1,42,mistral-instruct,20260311_011611,1,20,B17,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,20,B5,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,20,S3,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,20,S2,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,20,B23,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,20,B2,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,20,B11,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,20,B14,buyer,bid,17,17,False,,,
1,42,mistral-instruct,20260311_011611,1,20,S4,seller,ask,19,12,False,,,
1,42,mistral-instruct,20260311_011611,1,21,S3,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,21,B23,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,21,S2,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,21,B14,buyer,bid,17,17,False,,,
1,42,mistral-instruct,20260311_011611,1,21,B2,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,21,B8,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,21,B4,buyer,bid,12,13,False,,,
1,42,mistral-instruct,20260311_011611,1,21,S4,seller,ask,19,12,False,,,
1,42,mistral-instruct,20260311_011611,1,21,B6,buyer,bid,0,0,False,,,
1,42,mistral-instruct,20260311_011611,1,21,B5,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,21,B11,buyer,bid,8,8,False,,,
1,42,mistral-instruct,20260311_011611,1,21,B10,buyer,bid,12,13,False,,,
1,42,mistral-instruct,20260311_011611,1,21,B17,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,21,S1,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,21,B16,buyer,bid,12,13,False,,,
1,42,mistral-instruct,20260311_011611,1,22,B16,buyer,bid,12,13,False,,,
1,42,mistral-instruct,20260311_011611,1,22,B2,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,22,B6,buyer,bid,0,0,False,,,
1,42,mistral-instruct,20260311_011611,1,22,B10,buyer,bid,12,13,False,,,
1,42,mistral-instruct,20260311_011611,1,22,S1,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,22,S4,seller,ask,19,12,False,,,
1,42,mistral-instruct,20260311_011611,1,22,S2,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,22,B23,buyer,bid,8,8,False,,,
1,42,mistral-instruct,20260311_011611,1,22,B11,buyer,bid,8,8,False,,,
1,42,mistral-instruct,20260311_011611,1,22,B17,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,22,B8,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,22,S3,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,22,B5,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,22,B14,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,23,B16,buyer,bid,12,13,False,,,
1,42,mistral-instruct,20260311_011611,1,23,B2,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,23,B8,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,23,B17,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,23,S2,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,23,B10,buyer,bid,12,13,False,,,
1,42,mistral-instruct,20260311_011611,1,23,B23,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,23,S3,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,23,B14,buyer,bid,17,17,False,,,
1,42,mistral-instruct,20260311_011611,1,23,S4,seller,ask,19,12,False,,,
1,42,mistral-instruct,20260311_011611,1,23,B22,buyer,bid,12,13,False,,,
1,42,mistral-instruct,20260311_011611,1,23,B11,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,23,B4,buyer,bid,12,13,False,,,
1,42,mistral-instruct,20260311_011611,1,23,B5,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,23,S1,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,24,B8,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,24,S2,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,24,B14,buyer,bid,17,17,False,,,
1,42,mistral-instruct,20260311_011611,1,24,S1,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,24,B17,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,24,S3,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,24,B10,buyer,bid,12,13,False,,,
1,42,mistral-instruct,20260311_011611,1,24,B5,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,24,B16,buyer,bid,12,13,False,,,
1,42,mistral-instruct,20260311_011611,1,24,B22,buyer,bid,12,13,False,,,
1,42,mistral-instruct,20260311_011611,1,24,B11,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,24,B23,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,24,B2,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,24,S4,seller,ask,19,12,False,,,
1,42,mistral-instruct,20260311_011611,1,25,B16,buyer,bid,12,13,False,,,
1,42,mistral-instruct,20260311_011611,1,25,B14,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,25,B6,buyer,bid,0,0,False,,,
1,42,mistral-instruct,20260311_011611,1,25,B2,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,25,B23,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,25,S2,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,25,B11,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,25,S3,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,25,S1,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,25,B5,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,25,B8,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,25,S4,seller,ask,19,12,False,,,
1,42,mistral-instruct,20260311_011611,1,25,B17,buyer,bid,8,8,False,,,
1,42,mistral-instruct,20260311_011611,1,26,B23,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,26,B4,buyer,bid,12,13,False,,,
1,42,mistral-instruct,20260311_011611,1,26,B17,buyer,bid,8,8,False,,,
1,42,mistral-instruct,20260311_011611,1,26,B22,buyer,bid,12,13,False,,,
1,42,mistral-instruct,20260311_011611,1,26,B11,buyer,bid,7,8,False,,,
1,42,mistral-instruct,20260311_011611,1,26,B8,buyer,bid,16,17,False,,,
1,42,mistral-instruct,20260311_011611,1,26,S4,seller,ask,19,12,False,,,
1,42,mistral-instruct,20260311_011611,1,26,B14,buyer,bid,17,17,False,,,
1,42,mistral-instruct,20260311_011611,1,26,S1,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,26,S2,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,26,S3,seller,ask,18,12,False,,,
1,42,mistral-instruct,20260311_011611,1,26,B10,buyer,bid,12,13,False,,,
